ENSG00000002016	ENSPTRG00000004514	ENSMFAG00000000966	ENSMICG00000016192	ENSMUSG00000030166	ENSRNOG00000009742	ENSMMMG00000023853	ENSCAFG00000015831	ENSSSCG00000000754	ENSLAFG00000016312	ENSGALG00000039171	ENSCABG00000003547
ENSG00000002745	ENSPTRG00000019627	ENSMFAG00000031359	ENSMICG00000013963	ENSMUSG00000029671	ENSRNOG00000005781	ENSMMMG00000014850	ENSCAFG00000003496	ENSSSCG00000016617	ENSLAFG00000010025	ENSGALG00000028069	ENSCABG00000010277
ENSG00000002746	ENSPTRG00000019123	ENSMFAG00000003543	ENSMICG00000001053	ENSMUSG00000021301	ENSRNOG00000016046	ENSMMMG00000012160	ENSCAFG00000003494	ENSSSCG00000036443	ENSLAFG00000008021	ENSGALG00000037193	ENSCABG00000000619
ENSG00000002822	ENSPTRG00000018855	ENSMFAG00000045936	ENSMICG00000009997	ENSMUSG00000029554	ENSRNOG00000001265	ENSMMMG00000008677	ENSCAFG00000016463	ENSSSCG00000038766	ENSLAFG00000008769	ENSGALG00000004224	ENSCABG00000007926
ENSG00000002834	ENSPTRG00000009081	ENSMFAG00000040277	ENSMICG00000031791	ENSMUSG00000038366	ENSRNOG00000004132	ENSMMMG00000019905	ENSCAFG00000029847	ENSSSCG00000040642	ENSLAFG00000002242	ENSGALG00000039299	ENSCABG00000022349
ENSG00000002919	ENSPTRG00000009349	ENSMFAG00000001845	ENSMICG00000014741	ENSMUSG00000020876	ENSRNOG00000008642	ENSMMMG00000001243	ENSCAFG00000016833	ENSSSCG00000017528	ENSLAFG00000018529	ENSGALG00000017553	ENSCABG00000002717
ENSG00000003137	ENSPTRG00000012051	ENSMFAG00000039784	ENSMICG00000016464	ENSMUSG00000063415	ENSRNOG00000015076	ENSMMMG00000000421	ENSCAFG00000009005	ENSSSCG00000008311	ENSLAFG00000012208	ENSGALG00000016102	ENSCABG00000015389
ENSG00000003147	ENSPTRG00000018931	ENSMFAG00000046093	ENSMICG00000017517	ENSMUSG00000062995	ENSRNOG00000008628	ENSMMMG00000013715	ENSCAFG00000002257	ENSSSCG00000015346	ENSLAFG00000005267	ENSGALG00000010708	ENSCABG00000002177
ENSG00000003393	ENSPTRG00000012811	ENSMFAG00000039968	ENSMICG00000013399	ENSMUSG00000026024	ENSRNOG00000023280	ENSMMMG00000012683	ENSCAFG00000012360	ENSSSCG00000016109	ENSLAFG00000011953	ENSGALG00000008415	ENSCABG00000011606
ENSG00000003402	ENSPTRG00000012798	ENSMFAG00000042284	ENSMICG00000004452	ENSMUSG00000026031	ENSRNOG00000012473	ENSMMMG00000012269	ENSCAFG00000012130	ENSSSCG00000016101	ENSLAFG00000021855	ENSGALG00000008240	ENSCABG00000012186
ENSG00000003436	ENSPTRG00000012723	ENSMFAG00000016490	ENSMICG00000031560	ENSMUSG00000027082	ENSRNOG00000005039	ENSMMMG00000008976	ENSCAFG00000014752	ENSSSCG00000016032	ENSLAFG00000017016	ENSGALG00000002594	ENSCABG00000021887
ENSG00000003509	ENSPTRG00000011837	ENSMFAG00000031686	ENSMICG00000003335	ENSMUSG00000024082	ENSRNOG00000005279	ENSMMMG00000017232	ENSCAFG00000006096	ENSSSCG00000008494	ENSLAFG00000000956	ENSGALG00000010609	ENSCABG00000017498
ENSG00000003756	ENSPTRG00000014946	ENSMFAG00000031609	ENSMICG00000016179	ENSMUSG00000032580	ENSRNOG00000018153	ENSMMMG00000003665	ENSCAFG00000010866	ENSSSCG00000011395	ENSLAFG00000006733	ENSGALG00000039288	ENSCABG00000015597
ENSG00000003987	ENSPTRG00000020020	ENSMFAG00000006049	ENSMICG00000002877	ENSMUSG00000039431	ENSRNOG00000011420	ENSMMMG00000009245	ENSCAFG00000006915	ENSSSCG00000036785	ENSLAFG00000002059	ENSGALG00000036021	ENSCABG00000018358
ENSG00000003989	ENSPTRG00000020021	ENSMFAG00000030671	ENSMICG00000013150	ENSMUSG00000031596	ENSRNOG00000011016	ENSMMMG00000009400	ENSCAFG00000006944	ENSSSCG00000006987	ENSLAFG00000001435	ENSGALG00000013627	ENSCABG00000018364
ENSG00000004399	ENSPTRG00000015381	ENSMFAG00000000589	ENSMICG00000008079	ENSMUSG00000030123	ENSRNOG00000025209	ENSMMMG00000011319	ENSCAFG00000004613	ENSSSCG00000011592	ENSLAFG00000003012	ENSGALG00000008473	ENSCABG00000004151
ENSG00000004468	ENSPTRG00000015930	ENSMFAG00000034115	ENSMICG00000030541	ENSMUSG00000029084	ENSRNOG00000003069	ENSMMMG00000016315	ENSCAFG00000015298	ENSSSCG00000008742	ENSLAFG00000013298	ENSGALG00000014508	ENSCABG00000001436
ENSG00000004478	ENSPTRG00000004529	ENSMFAG00000000504	ENSMICG00000000096	ENSMUSG00000030357	ENSRNOG00000006444	ENSMMMG00000018910	ENSCAFG00000015576	ENSSSCG00000000743	ENSLAFG00000030509	ENSGALG00000014331	ENSCABG00000012293
ENSG00000004487	ENSPTRG00000000321	ENSMFAG00000037505	ENSMICG00000013347	ENSMUSG00000036940	ENSRNOG00000022372	ENSMMMG00000018957	ENSCAFG00000013361	ENSSSCG00000003531	ENSLAFG00000007981	ENSGALG00000033469	ENSCABG00000019239
ENSG00000004660	ENSPTRG00000008579	ENSMFAG00000030883	ENSMICG00000001983	ENSMUSG00000020785	ENSRNOG00000018242	ENSMMMG00000019217	ENSCAFG00000019377	ENSSSCG00000017873	ENSLAFG00000005373	ENSGALG00000001617	ENSCABG00000011257
ENSG00000004700	ENSPTRG00000004758	ENSMFAG00000031470	ENSMICG00000002664	ENSMUSG00000030243	ENSRNOG00000012602	ENSMMMG00000016879	ENSCAFG00000012221	ENSSSCG00000000580	ENSLAFG00000000963	ENSGALG00000013174	ENSCABG00000022130
ENSG00000004799	ENSPTRG00000019421	ENSMFAG00000035180	ENSMICG00000005753	ENSMUSG00000019577	ENSRNOG00000009565	ENSMMMG00000013241	ENSCAFG00000002129	ENSSSCG00000015334	ENSLAFG00000011165	ENSGALG00000009700	ENSCABG00000019022
ENSG00000004838	ENSPTRG00000014960	ENSMFAG00000000265	ENSMICG00000016366	ENSMUSG00000010044	ENSRNOG00000021602	ENSMMMG00000003134	ENSCAFG00000010609	ENSSSCG00000011408	ENSLAFG00000022789	ENSGALG00000035883	ENSCABG00000015539
ENSG00000004864	ENSPTRG00000019423	ENSMFAG00000037896	ENSMICG00000008911	ENSMUSG00000015112	ENSRNOG00000009957	ENSMMMG00000013399	ENSCAFG00000002161	ENSSSCG00000015336	ENSLAFG00000018445	ENSGALG00000009728	ENSCABG00000016402
ENSG00000004866	ENSPTRG00000019616	ENSMFAG00000008568	ENSMICG00000005741	ENSMUSG00000029534	ENSRNOG00000056243	ENSMMMG00000014467	ENSCAFG00000003410	ENSSSCG00000016629	ENSLAFG00000016129	ENSGALG00000037206	ENSCABG00000013144
ENSG00000004897	ENSPTRG00000009326	ENSMFAG00000044332	ENSMICG00000038171	ENSMUSG00000020687	ENSRNOG00000005904	ENSMMMG00000020810	ENSCAFG00000013722	ENSSSCG00000017308	ENSLAFG00000011694	ENSGALG00000000596	ENSCABG00000005333
ENSG00000004939	ENSPTRG00000009270	ENSMFAG00000036520	ENSMICG00000008130	ENSMUSG00000006574	ENSRNOG00000020951	ENSMMMG00000003472	ENSCAFG00000014228	ENSSSCG00000017358	ENSLAFG00000007028	ENSGALG00000039978	ENSCABG00000005284
ENSG00000004948	ENSPTRG00000019404	ENSMFAG00000002796	ENSMICG00000002792	ENSMUSG00000023964	ENSRNOG00000010053	ENSMMMG00000020734	ENSCAFG00000002033	ENSSSCG00000015320	ENSLAFG00000025731	ENSGALG00000009509	ENSCABG00000001655
ENSG00000005007	ENSPTRG00000010721	ENSMFAG00000037748	ENSMICG00000001659	ENSMUSG00000058301	ENSRNOG00000020134	ENSMMMG00000001874	ENSCAFG00000014578	ENSSSCG00000039301	ENSLAFG00000014963	ENSGALG00000003220	ENSCABG00000016111
ENSG00000005020	ENSPTRG00000019007	ENSMFAG00000041066	ENSMICG00000000466	ENSMUSG00000059182	ENSRNOG00000012228	ENSMMMG00000006429	ENSCAFG00000002921	ENSSSCG00000016708	ENSLAFG00000021410	ENSGALG00000030081	ENSCABG00000000106
ENSG00000005102	ENSPTRG00000009248	ENSMFAG00000036302	ENSMICG00000005601	ENSMUSG00000001493	ENSRNOG00000020803	ENSMMMG00000004500	ENSCAFG00000014476	ENSSSCG00000017376	ENSLAFG00000003050	ENSGALG00000001191	ENSCABG00000022660
ENSG00000005156	ENSPTRG00000009008	ENSMFAG00000036202	ENSMICG00000006814	ENSMUSG00000020697	ENSRNOG00000021815	ENSMMMG00000013596	ENSCAFG00000018330	ENSSSCG00000024770	ENSLAFG00000001574	ENSGALG00000002288	ENSCABG00000002691
ENSG00000005175	ENSPTRG00000004861	ENSMFAG00000030749	ENSMICG00000008923	ENSMUSG00000022466	ENSRNOG00000053405	ENSMMMG00000022685	ENSCAFG00000009223	ENSSSCG00000021166	ENSLAFG00000007683	ENSGALG00000009743	ENSCABG00000006020
ENSG00000005187	ENSPTRG00000007849	ENSMFAG00000029841	ENSMICG00000030875	ENSMUSG00000030935	ENSRNOG00000032246	ENSMMMG00000022805	ENSCAFG00000017952	ENSSSCG00000007857	ENSLAFG00000006155	ENSGALG00000002200	ENSCABG00000001456
ENSG00000005238	ENSPTRG00000020904	ENSMFAG00000043531	ENSMICG00000005528	ENSMUSG00000036002	ENSRNOG00000009323	ENSMMMG00000007513	ENSCAFG00000002017	ENSSSCG00000005301	ENSLAFG00000014930	ENSGALG00000002069	ENSCABG00000006751
ENSG00000005249	ENSPTRG00000019574	ENSMFAG00000041581	ENSMICG00000012848	ENSMUSG00000002997	ENSRNOG00000009079	ENSMMMG00000016559	ENSCAFG00000003952	ENSSSCG00000037706	ENSLAFG00000029590	ENSGALG00000008060	ENSCABG00000006476
ENSG00000005339	ENSPTRG00000007710	ENSMFAG00000034377	ENSMICG00000009148	ENSMUSG00000022521	ENSRNOG00000005330	ENSMMMG00000007200	ENSCAFG00000019251	ENSSSCG00000007951	ENSLAFG00000015607	ENSGALG00000007762	ENSCABG00000016952
ENSG00000005469	ENSPTRG00000019367	ENSMFAG00000036023	ENSMICG00000001271	ENSMUSG00000003623	ENSRNOG00000006779	ENSMMMG00000024353	ENSCAFG00000001827	ENSSSCG00000015391	ENSLAFG00000016060	ENSGALG00000008813	ENSCABG00000018499
ENSG00000005513	ENSPTRG00000007570	ENSMFAG00000038228	ENSMICG00000011516	ENSMUSG00000024176	ENSRNOG00000018841	ENSMMMG00000017696	ENSCAFG00000019601	ENSSSCG00000037970	ENSLAFG00000010824	ENSGALG00000005263	ENSCABG00000020941
ENSG00000005700	ENSPTRG00000018375	ENSMFAG00000034378	ENSMICG00000005321	ENSMUSG00000035941	ENSRNOG00000027728	ENSMMMG00000008038	ENSCAFG00000002862	ENSSSCG00000004460	ENSLAFG00000008458	ENSGALG00000015864	ENSCABG00000001938
ENSG00000005810	ENSPTRG00000005943	ENSMFAG00000031053	ENSMICG00000002673	ENSMUSG00000033004	ENSRNOG00000010479	ENSMMMG00000016377	ENSCAFG00000005105	ENSSSCG00000009473	ENSLAFG00000008606	ENSGALG00000016915	ENSCABG00000016312
ENSG00000005882	ENSPTRG00000009388	ENSMFAG00000042437	ENSMICG00000007219	ENSMUSG00000038967	ENSRNOG00000004172	ENSMMMG00000022729	ENSCAFG00000016967	ENSSSCG00000027198	ENSLAFG00000031711	ENSGALG00000045846	ENSCABG00000003835
ENSG00000005884	ENSPTRG00000009387	ENSMFAG00000043382	ENSMICG00000007204	ENSMUSG00000001507	ENSRNOG00000004276	ENSMMMG00000022740	ENSCAFG00000016987	ENSSSCG00000017578	ENSLAFG00000002548	ENSGALG00000032702	ENSCABG00000003805
ENSG00000005893	ENSPTRG00000048329	ENSMFAG00000026553	ENSMICG00000042413	ENSMUSG00000016534	ENSRNOG00000000164	ENSMMMG00000006559	ENSCAFG00000018510	ENSSSCG00000012604	ENSLAFG00000016108	ENSGALG00000008572	ENSCABG00000017510
ENSG00000005981	ENSPTRG00000019420	ENSMFAG00000041748	ENSMICG00000005750	ENSMUSG00000042607	ENSRNOG00000009197	ENSMMMG00000013230	ENSCAFG00000002124	ENSSSCG00000015333	ENSLAFG00000007164	ENSGALG00000009691	ENSCABG00000019020
ENSG00000006007	ENSPTRG00000007833	ENSMFAG00000031962	ENSMICG00000027538	ENSMUSG00000033917	ENSRNOG00000050445	ENSMMMG00000022699	ENSCAFG00000018078	ENSSSCG00000029212	ENSLAFG00000004617	ENSGALG00000006916	ENSCABG00000003253
ENSG00000006016	ENSPTRG00000010716	ENSMFAG00000001307	ENSMICG00000028147	ENSMUSG00000007888	ENSRNOG00000020030	ENSMMMG00000001730	ENSCAFG00000014698	ENSSSCG00000013909	ENSLAFG00000008358	ENSGALG00000026146	ENSCABG00000016270
ENSG00000006025	ENSPTRG00000009336	ENSMFAG00000001330	ENSMICG00000004799	ENSMUSG00000038534	ENSRNOG00000009473	ENSMMMG00000020336	ENSCAFG00000016765	ENSSSCG00000017518	ENSLAFG00000006819	ENSGALG00000032149	ENSCABG00000002659
ENSG00000006042	ENSPTRG00000008993	ENSMFAG00000000693	ENSMICG00000011888	ENSMUSG00000035413	ENSRNOG00000021316	ENSMMMG00000013474	ENSCAFG00000018361	ENSSSCG00000017727	ENSLAFG00000011131	ENSGALG00000031762	ENSCABG00000008314
ENSG00000006062	ENSPTRG00000034405	ENSMFAG00000034101	ENSMICG00000003887	ENSMUSG00000020941	ENSRNOG00000003278	ENSMMMG00000002213	ENSCAFG00000013774	ENSSSCG00000017330	ENSLAFG00000005357	ENSGALG00000000685	ENSCABG00000005260
ENSG00000006071	ENSPTRG00000003403	ENSMFAG00000035952	ENSMICG00000005522	ENSMUSG00000040136	ENSRNOG00000021130	ENSMMMG00000004227	ENSCAFG00000008779	ENSSSCG00000013378	ENSLAFG00000007014	ENSGALG00000006172	ENSCABG00000006585
ENSG00000006116	ENSPTRG00000007896	ENSMFAG00000038460	ENSMICG00000008055	ENSMUSG00000066189	ENSRNOG00000012362	ENSMMMG00000023311	ENSCAFG00000017571	ENSSSCG00000036255	ENSLAFG00000015437	ENSGALG00000038087	ENSCABG00000006709
ENSG00000006118	ENSPTRG00000003726	ENSMFAG00000044581	ENSMICG00000042560	ENSMUSG00000024736	ENSRNOG00000021338	ENSMMMG00000000982	ENSCAFG00000016405	ENSSSCG00000013113	ENSLAFG00000003597	ENSGALG00000031067	ENSCABG00000014373
ENSG00000006125	ENSPTRG00000009021	ENSMFAG00000032866	ENSMICG00000017045	ENSMUSG00000035152	ENSRNOG00000061543	ENSMMMG00000018789	ENSCAFG00000018246	ENSSSCG00000017712	ENSLAFG00000015777	ENSGALG00000042125	ENSCABG00000002423
ENSG00000006128	ENSPTRG00000019428	ENSMFAG00000000287	ENSMICG00000033534	ENSMUSG00000061762	ENSRNOG00000007374	ENSMMMG00000013539	ENSCAFG00000002207	ENSSSCG00000023592	ENSLAFG00000000907	ENSGALG00000009737	ENSCABG00000010311
ENSG00000006282	ENSPTRG00000009404	ENSMFAG00000044525	ENSMICG00000009762	ENSMUSG00000020867	ENSRNOG00000003273	ENSMMMG00000022312	ENSCAFG00000017090	ENSSSCG00000017565	ENSLAFG00000022872	ENSGALG00000006857	ENSCABG00000011933
ENSG00000006283	ENSPTRG00000009405	ENSMFAG00000043298	ENSMICG00000009782	ENSMUSG00000020866	ENSRNOG00000060528	ENSMMMG00000021463	ENSCAFG00000017120	ENSSSCG00000017562	ENSLAFG00000007026	ENSGALG00000007623	ENSCABG00000011941
ENSG00000006377	ENSPTRG00000019425	ENSMFAG00000003607	ENSMICG00000014432	ENSMUSG00000029754	ENSRNOG00000010822	ENSMMMG00000013501	ENSCAFG00000002187	ENSSSCG00000033314	ENSLAFG00000018015	ENSGALG00000023195	ENSCABG00000016397
ENSG00000006432	ENSPTRG00000006499	ENSMFAG00000002562	ENSMICG00000013005	ENSMUSG00000042724	ENSRNOG00000007271	ENSMMMG00000015173	ENSCAFG00000016679	ENSSSCG00000002329	ENSLAFG00000018561	ENSGALG00000037326	ENSCABG00000015993
ENSG00000006451	ENSPTRG00000019108	ENSMFAG00000001704	ENSMICG00000038516	ENSMUSG00000008859	ENSRNOG00000013454	ENSMMMG00000011989	ENSCAFG00000030906	ENSSSCG00000048439	ENSLAFG00000017942	ENSGALG00000031893	ENSCABG00000000393
ENSG00000006459	ENSPTRG00000019762	ENSMFAG00000002056	ENSMICG00000003175	ENSMUSG00000042599	ENSRNOG00000052445	ENSMMMG00000011574	ENSCAFG00000003990	ENSSSCG00000016501	ENSLAFG00000005723	ENSGALG00000035108	ENSCABG00000022196
ENSG00000006576	ENSPTRG00000019340	ENSMFAG00000033086	ENSMICG00000010985	ENSMUSG00000039987	ENSRNOG00000013517	ENSMMMG00000017649	ENSCAFG00000004354	ENSSSCG00000015410	ENSLAFG00000016464	ENSGALG00000008335	ENSCABG00000014962
ENSG00000006607	ENSPTRG00000013123	ENSMFAG00000044112	ENSMICG00000012071	ENSMUSG00000034066	ENSRNOG00000018051	ENSMMMG00000007659	ENSCAFG00000012990	ENSSSCG00000016368	ENSLAFG00000014569	ENSGALG00000005788	ENSCABG00000020968
ENSG00000006611	ENSPTRG00000003404	ENSMFAG00000000184	ENSMICG00000005547	ENSMUSG00000030838	ENSRNOG00000021149	ENSMMMG00000004314	ENSCAFG00000008995	ENSSSCG00000013377	ENSLAFG00000022470	ENSGALG00000006192	ENSCABG00000007497
ENSG00000006625	ENSPTRG00000019041	ENSMFAG00000033057	ENSMICG00000012142	ENSMUSG00000002797	ENSRNOG00000034084	ENSMMMG00000007652	ENSCAFG00000003077	ENSSSCG00000016679	ENSLAFG00000031681	ENSGALG00000030552	ENSCABG00000015700
ENSG00000006652	ENSPTRG00000019601	ENSMFAG00000045385	ENSMICG00000047065	ENSMUSG00000001627	ENSRNOG00000050997	ENSMMMG00000013925	ENSCAFG00000003322	ENSSSCG00000016646	ENSLAFG00000004167	ENSGALG00000009448	ENSCABG00000000625
ENSG00000006712	ENSPTRG00000010964	ENSMFAG00000046024	ENSMICG00000006084	ENSMUSG00000003437	ENSRNOG00000019746	ENSMMMG00000021067	ENSCAFG00000005550	ENSSSCG00000022442	ENSLAFG00000012197	ENSGALG00000037879	ENSCABG00000008106
ENSG00000006715	ENSPTRG00000019104	ENSMFAG00000041501	ENSMICG00000005036	ENSMUSG00000041236	ENSRNOG00000012940	ENSMMMG00000011922	ENSCAFG00000003582	ENSSSCG00000016772	ENSLAFG00000015987	ENSGALG00000031635	ENSCABG00000008587
ENSG00000006740	ENSPTRG00000008787	ENSMFAG00000033484	ENSMICG00000002417	ENSMUSG00000033389	ENSRNOG00000003603	ENSMMMG00000021291	ENSCAFG00000017875	ENSSSCG00000018019	ENSLAFG00000009401	ENSGALG00000001311	ENSCABG00000003601
ENSG00000006744	ENSPTRG00000008788	ENSMFAG00000041840	ENSMICG00000002428	ENSMUSG00000020549	ENSRNOG00000003424	ENSMMMG00000021323	ENSCAFG00000017886	ENSSSCG00000028465	ENSLAFG00000009404	ENSGALG00000001036	ENSCABG00000014881
ENSG00000007062	ENSPTRG00000015932	ENSMFAG00000043852	ENSMICG00000016967	ENSMUSG00000029086	ENSRNOG00000003098	ENSMMMG00000016334	ENSCAFG00000015233	ENSSSCG00000008745	ENSLAFG00000004007	ENSGALG00000014496	ENSCABG00000001307
ENSG00000007168	ENSPTRG00000008551	ENSMFAG00000025892	ENSMICG00000031621	ENSMUSG00000020745	ENSRNOG00000002755	ENSMMMG00000024097	ENSCAFG00000019298	ENSSSCG00000017836	ENSLAFG00000006527	ENSGALG00000005834	ENSCABG00000018906
ENSG00000007171	ENSPTRG00000008903	ENSMFAG00000032615	ENSMICG00000008244	ENSMUSG00000020826	ENSRNOG00000057443	ENSMMMG00000012395	ENSCAFG00000018642	ENSSSCG00000017755	ENSLAFG00000007946	ENSGALG00000038096	ENSCABG00000018859
ENSG00000007202	ENSPTRG00000008926	ENSMFAG00000001375	ENSMICG00000016856	ENSMUSG00000010277	ENSRNOG00000011887	ENSMMMG00000012047	ENSCAFG00000018736	ENSSSCG00000017764	ENSLAFG00000009579	ENSGALG00000003766	ENSCABG00000008024
ENSG00000007216	ENSPTRG00000008919	ENSMFAG00000031128	ENSMICG00000016787	ENSMUSG00000001095	ENSRNOG00000010337	ENSMMMG00000012251	ENSCAFG00000018692	ENSSSCG00000017763	ENSLAFG00000004300	ENSGALG00000003647	ENSCABG00000020126
ENSG00000007312	ENSPTRG00000009531	ENSMFAG00000046403	ENSMICG00000031356	ENSMUSG00000040592	ENSRNOG00000011917	ENSMMMG00000010255	ENSCAFG00000012677	ENSSSCG00000017283	ENSLAFG00000014432	ENSGALG00000000251	ENSCABG00000012473
ENSG00000007314	ENSPTRG00000009532	ENSMFAG00000035414	ENSMICG00000010028	ENSMUSG00000001027	ENSRNOG00000012134	ENSMMMG00000010268	ENSCAFG00000012146	ENSSSCG00000017282	ENSLAFG00000014434	ENSGALG00000034427	ENSCABG00000012490
ENSG00000007341	ENSPTRG00000001109	ENSMFAG00000037326	ENSMICG00000003173	ENSMUSG00000045576	ENSRNOG00000014002	ENSMMMG00000012123	ENSCAFG00000013597	ENSSSCG00000006779	ENSLAFG00000000234	ENSGALG00000001538	ENSCABG00000013902
ENSG00000007392	ENSPTRG00000007533	ENSMFAG00000003743	ENSMICG00000010397	ENSMUSG00000024188	ENSRNOG00000020488	ENSMMMG00000018597	ENSCAFG00000019689	ENSSSCG00000007979	ENSLAFG00000015833	ENSGALG00000037983	ENSCABG00000016620
ENSG00000007402	ENSPTRG00000014964	ENSMFAG00000001656	ENSMICG00000016395	ENSMUSG00000010066	ENSRNOG00000015835	ENSMMMG00000002299	ENSCAFG00000010431	ENSSSCG00000011412	ENSLAFG00000018115	ENSGALG00000038242	ENSCABG00000019961
ENSG00000007520	ENSPTRG00000007589	ENSMFAG00000031171	ENSMICG00000045072	ENSMUSG00000015126	ENSRNOG00000017858	ENSMMMG00000015912	ENSCAFG00000019585	ENSSSCG00000008030	ENSLAFG00000026304	ENSGALG00000006434	ENSCABG00000001703
ENSG00000007541	ENSPTRG00000007545	ENSMFAG00000034605	ENSMICG00000029792	ENSMUSG00000025728	ENSRNOG00000020140	ENSMMMG00000018407	ENSCAFG00000019662	ENSSSCG00000007992	ENSLAFG00000005781	ENSGALG00000001985	ENSCABG00000009429
ENSG00000007545	ENSPTRG00000007602	ENSMFAG00000002985	ENSMICG00000014094	ENSMUSG00000038002	ENSRNOG00000024635	ENSMMMG00000015511	ENSCAFG00000014270	ENSSSCG00000008026	ENSLAFG00000020604	ENSGALG00000009341	ENSCABG00000004498
ENSG00000007923	ENSPTRG00000000094	ENSMFAG00000034630	ENSMICG00000016354	ENSMUSG00000039768	ENSRNOG00000008802	ENSMMMG00000017800	ENSCAFG00000019632	ENSSSCG00000003384	ENSLAFG00000016487	ENSGALG00000000627	ENSCABG00000017671
ENSG00000007944	ENSPTRG00000023743	ENSMFAG00000033425	ENSMICG00000011860	ENSMUSG00000038175	ENSRNOG00000017579	ENSMMMG00000016073	ENSCAFG00000009903	ENSSSCG00000001063	ENSLAFG00000005663	ENSGALG00000012704	ENSCABG00000010465
ENSG00000008083	ENSPTRG00000017743	ENSMFAG00000036879	ENSMICG00000010642	ENSMUSG00000038518	ENSRNOG00000045918	ENSMMMG00000016013	ENSCAFG00000009885	ENSSSCG00000001061	ENSLAFG00000009038	ENSGALG00000012702	ENSCABG00000022274
ENSG00000008086	ENSPTRG00000021711	ENSMFAG00000030921	ENSMICG00000004179	ENSMUSG00000031292	ENSRNOG00000003742	ENSMMMG00000006110	ENSCAFG00000012819	ENSSSCG00000012156	ENSLAFG00000009417	ENSGALG00000016529	ENSCABG00000012928
ENSG00000008118	ENSPTRG00000001935	ENSMFAG00000002653	ENSMICG00000001192	ENSMUSG00000016179	ENSRNOG00000006470	ENSMMMG00000001301	ENSCAFG00000011909	ENSSSCG00000015619	ENSLAFG00000005219	ENSGALG00000001319	ENSCABG00000008827
ENSG00000008128	ENSPTRG00000045688	ENSMFAG00000044220	ENSMICG00000011043	ENSMUSG00000029062	ENSRNOG00000017213	ENSMMMG00000019177	ENSCAFG00000019232	ENSSSCG00000003352	ENSLAFG00000030684	ENSGALG00000001382	ENSCABG00000000833
ENSG00000008130	ENSPTRG00000000038	ENSMFAG00000001320	ENSMICG00000015125	ENSMUSG00000029063	ENSRNOG00000016936	ENSMMMG00000019153	ENSCAFG00000019219	ENSSSCG00000038967	ENSLAFG00000011337	ENSGALG00000032413	ENSCABG00000000865
ENSG00000008196	ENSPTRG00000018269	ENSMFAG00000046210	ENSMICG00000017317	ENSMUSG00000025927	ENSRNOG00000011823	ENSMMMG00000024628	ENSCAFG00000002156	ENSSSCG00000025535	ENSLAFG00000027209	ENSGALG00000016680	ENSCABG00000016833
